1000000
11000
X230,306,26
X231,103,81
X232,240,16
X233,499,125
X234,31,49
X235,296,203
X236,438,327
X237,777,161
X238,402,99
X239,841,31
X240,589,293
X241,822,186
X242,161,321
X243,711,18
X244,109,232
X245,836,297
X246,633,230
X247,138,40
X248,997,88
X249,55,126
X250,241,398
X251,752,257
X252,768,215
X253,947,88
X254,980,240
X255,630,221
X256,167,286
X257,536,364
X258,299,119
X259,912,339
X260,93,180
X261,336,391
X262,513,350
X263,896,279
X264,986,279
X265,834,154
X266,982,259
X267,711,92
X268,847,259
X269,56,14
X270,158,195
X271,865,242
X272,691,387
X273,858,40
X274,979,12
X275,908,88
X276,719,250
X277,632,374
X278,349,238
X279,118,394
X280,869,353
X281,261,106
X282,563,208
X283,414,281
X284,111,198
X285,941,87
X286,815,39
X287,282,279
X288,384,164
X289,510,386
X290,37,277
X291,124,61
X292,597,399
X293,879,254
X294,717,58
X295,794,244
X296,347,70
X297,520,13
X298,75,64
X299,780,140
X300,95,216
X301,66,123
X302,327,163
X303,423,313
X304,831,186
X305,89,154
X306,441,146
X307,861,349
X308,206,282
X309,640,178
X310,145,123
X311,928,210
X312,408,395
X313,116,351
X314,922,109
X315,327,111
X316,926,154
X317,558,202
X318,443,359
X319,50,302
X320,664,216
X321,903,15
X322,78,183
X323,52,301
X324,559,89
X325,307,335
X326,139,303
X327,178,375
X328,329,231
X329,764,325
X330,871,100
X331,155,133
X332,384,102
X333,826,82
X334,286,262
X335,821,318
X336,24,301
X337,578,283
X338,320,88
X339,281,170
X340,903,309
X341,268,381
X342,27,272
X343,755,341
X344,902,277
X345,802,28
X346,118,43
X347,482,190
X348,902,385
X349,841,325
X350,827,243
X351,604,56
X352,996,65
X353,388,204
X354,34,331
X355,415,250
X356,458,298
X357,435,104
X358,950,133
X359,935,289
X360,82,209
X361,784,242
X362,106,211
X363,323,376
X364,412,233
X365,537,166
X366,303,170
X367,211,140
X368,925,363
X369,222,124
X370,339,229
X371,973,325
X372,152,178
X373,310,34
X374,991,98
X375,409,174
X376,88,107
X377,595,124
X378,540,334
X379,800,147
X380,97,400
X381,791,135
X382,557,195
X383,646,154
X384,499,387
X385,53,171
X386,661,282
X387,292,164
X388,733,120
X389,552,62
X390,908,155
X391,710,175
X392,461,84
X393,691,188
X394,822,247
X395,434,29
X396,129,23
X397,284,376
X398,790,26
X399,955,107
X400,824,218
X401,853,381
X402,945,386
X403,577,185
X404,852,253
X405,97,93
X406,435,128
X407,471,281
X408,567,331
X409,452,181
X410,332,172
X411,259,204
X412,125,380
X413,367,56
X414,683,274
X415,143,250
X416,879,299
X417,326,64
X418,253,211
X419,791,119
X420,117,180
X421,325,134
X422,573,268
X423,993,122
X424,407,264
X425,429,109
X426,451,339
X427,829,25
X428,415,343
X429,574,220
X430,502,185
X431,884,139
X432,326,57
X433,859,217
X434,407,160
X435,459,356
X436,230,105
X437,704,82
X438,766,326
X439,875,90
X440,385,169
X441,574,148
X442,613,59
X443,591,228
X444,827,330
X445,106,141
X446,79,158
X447,314,374
X448,757,267
X449,853,139
X450,621,333
X451,971,167
X452,541,211
X453,366,320
X454,29,358
X455,843,88
X456,991,349
X457,923,48
X458,52,196
X459,679,331
X460,876,279
X461,118,227
X462,792,270
X463,383,44
X464,964,159
X465,634,369
X466,82,161
X467,97,157
X468,604,361
X469,723,76
X470,607,179
X471,415,370
X472,848,279
X473,851,241
X474,360,362
X475,660,273
X476,700,60
X477,592,108
X478,25,208
X479,780,291
X480,714,90
X481,525,19
X482,397,238
X483,182,240
X484,440,204
X485,394,286
X486,684,126
X487,276,25
X488,802,273
X489,177,184
X490,396,188
X491,437,274
X492,548,262
X493,911,189
X494,595,208
X495,788,338
X496,746,255
X497,751,277
X498,957,365
X499,977,197
X500,504,270
X501,457,178
X502,844,37
X503,940,28
X504,536,316
X505,959,73
X506,505,101
X507,772,164
X508,759,377
X509,151,119
X510,755,173
X511,518,332
X512,59,259
X513,128,289
X514,852,18
X515,564,322
X516,486,214
X517,348,21
X518,124,339
X519,757,144
X520,261,231
X521,940,185
X522,772,196
X523,161,73
X524,94,101
X525,316,56
X526,261,92
X527,33,297
X528,425,210
X529,724,40
X530,328,92
X531,253,125
X532,946,319
X533,27,326
X534,240,14
X535,269,115
X536,5,229
X537,430,315
X538,848,350
X539,489,220
X540,204,211
X541,775,330
X542,928,287
X543,514,328
X544,570,193
X545,597,303
X546,471,65
X547,111,160
X548,482,84
X549,909,202
X550,967,121
X551,270,168
X552,80,104
X553,270,363
X554,21,262
X555,862,262
X556,982,309
X557,48,397
X558,51,69
X559,564,127
X560,767,215
X561,551,223
X562,242,155
X563,844,388
X564,577,212
X565,723,125
X566,960,361
X567,526,215
X568,471,293
X569,567,225
X570,528,236
X571,155,212
X572,99,332
X573,608,182
X574,685,84
X575,794,224
X576,371,375
X577,697,327
X578,73,177
X579,885,187
X580,308,295
X581,698,154
X582,633,393
X583,126,352
X584,609,55
X585,809,83
X586,302,220
X587,350,10
X588,17,309
X589,506,380
X590,359,141
X591,253,83
X592,633,213
X593,524,381
X594,933,261
X595,899,134
X596,701,100
X597,484,137
X598,639,89
X599,813,94
X600,10,342
X601,504,339
X602,950,22
X603,395,238
X604,905,389
X605,455,215
X606,299,195
X607,820,387
X608,288,334
X609,245,51
X610,165,338
X611,182,194
X612,679,102
X613,374,125
X614,872,23
X615,257,381
X616,117,322
X617,509,45
X618,932,210
X619,654,49
X620,367,259
X621,613,393
X622,166,255
X623,946,349
X624,584,44
X625,449,234
X626,751,160
X627,585,196
X628,522,380
X629,517,320
X630,605,89
X631,854,347
X632,59,232
X633,684,20
X634,159,78
X635,866,119
X636,758,190
X637,469,157
X638,67,194
X639,308,148
X640,227,23
X641,177,148
X642,163,142
X643,569,290
X644,814,316
X645,228,272
X646,881,213
X647,902,18
X648,515,299
X649,803,59
X650,982,217
X651,529,49
X652,822,296
X653,55,139
X654,810,112
X655,686,163
X656,928,164
X657,324,361
X658,685,43
X659,835,344
X660,515,373
X661,97,399
X662,803,299
X663,846,333
X664,108,276
X665,219,163
X666,907,238
X667,347,182
X668,790,378
X669,237,159
X670,962,319
X671,605,395
X672,916,391
X673,590,311
X674,93,334
X675,506,318
X676,526,228
X677,825,345
X678,402,271
X679,303,372
X680,675,275
X681,252,383
X682,655,124
X683,699,358
X684,406,371
X685,789,213
X686,800,157
X687,940,187
X688,342,182
X689,123,118
X690,87,333
X691,338,77
X692,578,371
X693,829,161
X694,576,355
X695,190,159
X696,364,124
X697,185,61
X698,418,241
X699,40,132
X700,267,168
X701,181,169
X702,349,187
X703,726,100
X704,396,295
X705,467,191
X706,734,20
X707,903,19
X708,366,110
X709,791,189
X710,69,306
X711,243,155
X712,989,261
X713,900,66
X714,607,22
X715,691,223
X716,667,209
X717,108,391
X718,897,93
X719,455,18
X720,490,272
X721,316,235
X722,686,30
X723,466,15
X724,229,374
X725,538,321
X726,457,175
X727,784,229
X728,956,282
X729,76,269
X730,8,20
X731,414,255
X732,591,263
X733,852,40
X734,493,378
X735,166,170
X736,143,57
X737,108,323
X738,810,240
X739,92,69
X740,844,142
X741,93,41
X742,572,201
X743,363,312
X744,393,225
X745,117,374
X746,152,225
X747,565,345
X748,162,140
X749,43,200
X750,293,186
X751,620,367
X752,761,250
X753,62,376
X754,467,387
X755,892,237
X756,835,222
X757,334,195
X758,350,121
X759,839,192
X760,310,325
X761,64,29
X762,853,170
X763,473,388
X764,868,379
X765,620,228
X766,295,353
X767,297,195
X768,325,305
X769,38,210
X770,700,125
X771,771,349
X772,433,167
X773,555,330
X774,645,204
X775,441,19
X776,248,96
X777,861,278
X778,224,72
X779,301,268
X780,804,234
X781,247,69
X782,92,87
X783,355,141
X784,995,46
X785,150,127
X786,464,370
X787,560,67
X788,341,258
X789,601,223
X790,685,302
X791,173,102
X792,756,266
X793,582,58
X794,644,327
X795,656,304
X796,733,319
X797,125,383
X798,806,252
X799,186,43
X800,798,145
X801,417,130
X802,443,263
X803,749,309
X804,631,387
X805,236,327
X806,502,309
X807,145,258
X808,613,77
X809,290,342
X810,476,35
X811,524,80
X812,583,132
X813,878,127
X814,610,260
X815,998,57
X816,898,320
X817,499,53
X818,852,199
X819,526,79
X820,267,389
X821,502,201
X822,546,275
X823,133,118
X824,523,42
X825,694,73
X826,445,289
X827,571,260
X828,864,82
X829,444,88
X830,817,334
X831,832,367
X832,35,225
X833,853,56
X834,115,188
X835,70,172
X836,153,35
X837,860,268
X838,242,118
X839,80,251
X840,281,352
X841,697,37
X842,442,45
X843,799,73
X844,178,362
X845,602,79
X846,118,248
X847,837,112
X848,43,299
X849,33,311
X850,856,331
X851,904,308
X852,814,71
X853,242,16
X854,712,15
X855,217,195
X856,551,178
X857,368,291
X858,953,394
X859,787,364
X860,435,202
X861,994,316
X862,208,256
X863,960,168
X864,853,56
X865,586,11
X866,162,347
X867,50,210
X868,901,132
X869,340,380
X870,263,125
X871,131,170
X872,324,14
X873,388,320
X874,969,15
X875,767,326
X876,775,128
X877,277,105
X878,541,166
X879,724,60
X880,609,341
X881,428,154
X882,8,94
X883,19,107
X884,271,160
X885,981,19
X886,257,14
X887,983,210
X888,791,302
X889,540,133
X890,817,167
X891,799,247
X892,812,257
X893,731,106
X894,509,244
X895,832,262
X896,431,342
X897,831,80
X898,120,230
X899,845,333
X900,675,178
X901,380,217
X902,835,361
X903,396,22
X904,930,108
X905,211,180
X906,32,174
X907,347,305
X908,646,322
X909,968,61
X910,499,30
X911,660,317
X912,95,119
X913,658,356
X914,243,381
X915,667,282
X916,625,54
X917,680,237
X918,645,298
X919,877,337
X920,524,87
X921,862,187
X922,495,213
X923,134,162
X924,20,50
X925,990,377
X926,793,156
X927,426,398
X928,931,313
X929,635,181
X930,151,74
X931,888,106
X932,962,349
X933,126,150
X934,164,244
X935,53,29
X936,768,79
X937,732,289
X938,224,346
X939,578,327
X940,423,384
X941,94,300
X942,671,328
X943,444,12
X944,87,302
X945,959,114
X946,531,378
X947,209,115
X948,93,161
X949,835,256
X950,383,195
X951,299,267
X952,465,388
X953,72,375
X954,558,245
X955,377,208
X956,871,381
X957,619,181
X958,609,396
X959,855,73
X960,700,263
X961,684,327
X962,78,188
X963,258,62
X964,954,279
X965,544,238
X966,890,74
X967,356,377
X968,757,34
X969,969,17
X970,137,239
X971,822,350
X972,772,183
X973,83,334
X974,674,202
X975,756,330
X976,695,337
X977,553,363
X978,538,348
X979,127,56
X980,888,347
X981,384,208
X982,423,177
X983,928,302
X984,477,340
X985,89,220
X986,648,176
X987,689,396
X988,496,157
X989,216,107
X990,984,150
X991,926,155
X992,314,105
X993,434,41
X994,445,336
X995,320,69
X996,318,213
X997,863,375
X998,931,27
X999,150,166
X1000,921,311
X1001,733,183
X1002,14,28
X1003,198,368
X1004,778,256
X1005,603,382
X1006,616,273
X1007,811,135
X1008,602,25
X1009,227,81
X1010,388,88
X1011,340,187
X1012,748,344
X1013,833,138
X1014,175,93
X1015,417,15
X1016,439,203
X1017,951,358
X1018,132,204
X1019,55,50
X1020,619,17
X1021,850,129
X1022,450,305
X1023,452,199
X1024,808,396
X1025,787,311
X1026,722,16
X1027,966,134
X1028,524,291
X1029,991,16
X1030,120,152
X1031,902,200
X1032,42,273
X1033,522,61
X1034,983,349
X1035,63,154
X1036,84,125
X1037,668,196
X1038,638,12
X1039,426,208
X1040,509,137
X1041,882,94
X1042,677,252
X1043,657,376
X1044,75,88
X1045,915,41
X1046,794,94
X1047,522,290
X1048,87,270
X1049,646,250
X1050,152,104
X1051,133,140
X1052,471,347
X1053,674,154
X1054,900,183
X1055,828,241
X1056,743,93
X1057,534,47
X1058,643,123
X1059,238,257
X1060,380,356
X1061,626,189
X1062,376,192
X1063,561,291
X1064,417,126
X1065,669,157
X1066,681,360
X1067,502,149
X1068,991,284
X1069,713,95
X1070,145,172
X1071,204,171
X1072,477,311
X1073,125,382
X1074,773,21
X1075,73,260
X1076,9,129
X1077,125,333
X1078,74,323
X1079,485,253
X1080,237,140
X1081,991,163
X1082,662,48
X1083,444,183
X1084,724,109
X1085,800,162
X1086,944,110
X1087,805,67
X1088,457,96
X1089,767,56
X1090,732,154
X1091,968,369
X1092,35,301
X1093,825,84
X1094,219,141
X1095,979,198
X1096,907,184
X1097,248,83
X1098,186,18
X1099,537,326
X1100,57,43
X1101,676,374
X1102,198,330
X1103,603,393
X1104,23,353
X1105,846,273
X1106,854,326
X1107,441,180
X1108,118,349
X1109,619,331
X1110,715,312
X1111,129,144
X1112,600,234
X1113,896,171
X1114,860,34
X1115,625,109
X1116,279,346
X1117,803,376
X1118,220,153
X1119,934,256
X1120,921,166
X1121,352,270
X1122,259,173
X1123,203,241
X1124,264,267
X1125,552,46
X1126,660,180
X1127,116,219
X1128,17,185
X1129,825,170
X1130,451,292
X1131,498,22
X1132,543,232
X1133,497,223
X1134,274,195
X1135,992,65
X1136,679,221
X1137,222,175
X1138,665,142
X1139,807,79
X1140,344,116
X1141,842,186
X1142,928,44
X1143,817,350
X1144,486,210
X1145,368,151
X1146,336,138
X1147,392,200
X1148,188,116
X1149,57,109
X1150,957,265
X1151,314,14
X1152,82,296
X1153,858,73
X1154,316,103
X1155,403,164
X1156,744,237
X1157,660,192
X1158,876,269
X1159,312,202
X1160,149,384
X1161,911,349
X1162,48,90
X1163,571,137
X1164,105,273
X1165,7,310
X1166,209,160
X1167,120,135
X1168,931,125
X1169,37,399
X1170,431,61
X1171,249,385
X1172,665,225
X1173,359,342
X1174,908,316
X1175,862,158
X1176,346,295
X1177,981,356
X1178,83,259
X1179,949,154
X1180,651,298
X1181,233,81
X1182,160,273
X1183,501,168
X1184,490,96
X1185,215,162
X1186,821,278
X1187,301,39
X1188,78,249
X1189,99,246
X1190,389,75
X1191,953,383
X1192,348,70
X1193,432,216
X1194,271,200
X1195,920,131
X1196,162,269
X1197,208,181
X1198,838,13
X1199,510,134
X1200,453,292
X1201,83,240
X1202,820,184
X1203,348,153
X1204,430,86
X1205,321,294
X1206,164,132
X1207,350,240
X1208,465,36
X1209,45,133
X1210,608,277
X1211,135,329
X1212,886,259
X1213,636,376
X1214,488,33
X1215,592,204
X1216,238,98
X1217,363,46
X1218,884,400
X1219,743,58
X1220,602,109
X1221,32,233
X1222,330,231
X1223,386,61
X1224,461,305
X1225,963,59
X1226,59,389
X1227,177,217
X1228,908,254
X1229,259,400
X1230,390,83
X1231,392,173
X1232,894,255
X1233,702,79
X1234,315,180
X1235,671,232
X1236,420,266
X1237,215,189
X1238,310,70
X1239,172,299
X1240,184,79
X1241,825,222
X1242,344,149
X1243,533,324
X1244,859,381
X1245,517,399
X1246,613,134
X1247,101,24
X1248,57,212
X1249,956,35
X1250,355,97
X1251,647,263
X1252,477,207
X1253,37,62
X1254,129,81
X1255,128,93
X1256,990,386
X1257,722,79
X1258,127,30
X1259,244,287
X1260,522,307
X1261,25,182
X1262,870,369
X1263,902,68
X1264,155,196
X1265,667,128
X1266,776,78
X1267,788,198
X1268,705,309
X1269,56,237
X1270,664,156
X1271,610,276
X1272,591,79
X1273,430,257
X1274,614,220
X1275,450,116
X1276,437,33
X1277,308,81
X1278,201,301
X1279,882,24
X1280,737,260
X1281,553,54
X1282,488,240
X1283,201,249
X1284,365,190
X1285,433,88
X1286,298,196
X1287,966,250
X1288,636,128
X1289,612,67
X1290,99,128
X1291,211,169
X1292,344,173
X1293,956,31
X1294,798,170
X1295,927,182
X1296,545,59
X1297,823,190
X1298,252,311
X1299,342,63
X1300,568,260
X1301,212,266
X1302,505,274
X1303,629,341
X1304,919,322
X1305,939,356
X1306,288,88
X1307,52,286
X1308,151,69
X1309,30,113
X1310,445,84
X1311,671,228
X1312,344,286
X1313,877,195
X1314,702,174
X1315,313,278
X1316,245,153
X1317,682,11
X1318,917,265
X1319,270,158
X1320,224,123
X1321,136,314
X1322,772,147
X1323,885,336
X1324,983,154
X1325,197,372
X1326,740,225
X1327,434,19
X1328,990,146
X1329,408,278
X1330,896,310
X1331,565,139
X1332,253,397
X1333,951,247
X1334,799,199
X1335,209,52
X1336,913,77
X1337,995,237
X1338,145,381
X1339,668,22
X1340,325,272
X1341,745,390
X1342,120,235
X1343,109,319
X1344,834,264
X1345,343,47
X1346,561,38
X1347,264,253
X1348,508,382
X1349,220,159
X1350,287,162
X1351,763,79
X1352,485,117
X1353,938,194
X1354,907,123
X1355,642,154
X1356,526,131
X1357,753,396
X1358,700,363
X1359,945,398
X1360,89,188
X1361,8,228
X1362,506,242
X1363,738,210
X1364,7,339
X1365,76,34
X1366,298,141
X1367,246,144
X1368,551,195
X1369,909,298
X1370,279,17
X1371,949,49
X1372,13,377
X1373,268,68
X1374,609,20
X1375,544,107
X1376,155,136
X1377,142,84
X1378,116,81
X1379,193,13
X1380,812,363
X1381,210,34
X1382,338,293
X1383,723,213
X1384,631,94
X1385,633,76
X1386,10,158
X1387,87,303
X1388,237,384
X1389,774,273
X1390,717,351
X1391,959,210
X1392,8,117
X1393,459,370
X1394,850,86
X1395,314,145
X1396,857,70
X1397,228,167
X1398,812,391
X1399,687,16
X1400,565,179
X1401,570,120
X1402,879,374
X1403,317,254
X1404,364,312
X1405,522,356
X1406,28,344
X1407,411,364
X1408,549,86
X1409,631,250
X1410,81,380
X1411,146,145
X1412,639,102
X1413,810,277
X1414,974,257
X1415,160,58
X1416,765,35
X1417,530,86
X1418,598,37
X1419,113,56
X1420,800,292
X1421,310,242
X1422,198,15
X1423,302,249
X1424,731,172
X1425,912,162
X1426,692,297
X1427,684,264
X1428,350,278
X1429,886,218
X1430,422,123
X1431,973,349
X1432,632,150
X1433,872,114
X1434,503,379
X1435,229,346
X1436,431,333
X1437,622,282
X1438,331,207
X1439,939,397
X1440,714,307
X1441,135,392
X1442,809,170
X1443,580,259
X1444,308,83
X1445,696,382
X1446,266,364
X1447,818,277
X1448,107,324
X1449,895,21
X1450,27,323
X1451,364,153
X1452,808,328
X1453,792,370
X1454,573,298
X1455,343,236
X1456,44,167
X1457,183,234
X1458,665,231
X1459,382,183
X1460,956,340
X1461,552,126
X1462,260,60
X1463,671,364
X1464,432,330
X1465,238,131
X1466,669,67
X1467,434,280
X1468,15,10
X1469,458,104
X1470,150,332
X1471,204,263
X1472,920,212
X1473,243,74
X1474,619,347
X1475,619,134
X1476,166,378
X1477,582,179
X1478,440,53
X1479,756,199
X1480,458,368
X1481,144,189
X1482,316,356
X1483,69,200
X1484,467,84
X1485,265,182
X1486,198,287
X1487,675,20
X1488,36,81
X1489,976,199
X1490,185,343
X1491,114,171
X1492,557,31
X1493,818,248
X1494,929,373
X1495,328,65
X1496,738,320
X1497,131,339
X1498,659,386
X1499,556,72
X1500,751,391
X1501,532,199
X1502,308,191
X1503,891,131
X1504,244,172
X1505,236,358
X1506,305,253
X1507,91,210
X1508,99,19
X1509,673,328
X1510,137,90
X1511,312,207
X1512,295,204
X1513,826,143
X1514,249,394
X1515,346,284
X1516,639,200
X1517,562,76
X1518,682,77
X1519,84,105
X1520,76,240
X1521,425,81
X1522,380,393
X1523,170,69
X1524,190,111
X1525,930,209
X1526,817,52
X1527,824,314
X1528,481,117
X1529,636,136
X1530,75,99
X1531,51,254
X1532,340,279
X1533,719,140
X1534,116,175
X1535,95,28
X1536,906,49
X1537,552,165
X1538,217,327
X1539,113,94
X1540,614,121
X1541,554,299
X1542,640,276
X1543,357,246
X1544,370,344
X1545,947,388
X1546,620,27
X1547,653,60
X1548,437,131
X1549,356,197
X1550,649,143
X1551,566,164
X1552,500,78
X1553,458,227
X1554,345,380
X1555,202,263
X1556,193,91
X1557,615,173
X1558,717,318
X1559,80,369
X1560,217,209
X1561,527,130
X1562,100,86
X1563,667,379
X1564,329,228
X1565,622,300
X1566,164,98
X1567,952,58
X1568,374,393
X1569,430,307
X1570,843,276
X1571,296,144
X1572,215,324
X1573,820,267
X1574,229,158
X1575,29,379
X1576,443,396
X1577,79,321
X1578,855,306
X1579,649,348
X1580,950,264
X1581,695,257
X1582,308,24
X1583,344,362
X1584,815,29
X1585,870,382
X1586,493,156
X1587,901,304
X1588,993,87
X1589,89,263
X1590,599,235
X1591,217,161
X1592,593,47
X1593,890,242
X1594,925,40
X1595,627,232
X1596,704,147
X1597,644,169
X1598,501,141
X1599,173,398
X1600,161,23
X1601,837,250
X1602,519,195
X1603,177,271
X1604,37,349
X1605,36,32
X1606,357,288
X1607,639,305
X1608,999,357
X1609,185,130
X1610,684,323
X1611,565,213
X1612,888,174
X1613,641,125
X1614,335,213
X1615,505,68
X1616,87,241
X1617,645,391
X1618,84,239
X1619,374,271
X1620,396,193
X1621,555,132
X1622,78,292
X1623,343,173
X1624,600,117
X1625,817,146
X1626,92,26
X1627,379,387
X1628,552,385
X1629,385,238
X1630,924,72
X1631,967,16
X1632,762,262
X1633,759,374
X1634,516,75
X1635,763,38
X1636,45,118
X1637,768,276
X1638,52,70
X1639,73,19
X1640,274,70
X1641,136,378
X1642,418,287
X1643,758,254
X1644,66,105
X1645,434,379
X1646,287,20
X1647,631,89
X1648,869,42
X1649,675,21
X1650,136,55
X1651,354,354
X1652,639,362
X1653,537,145
X1654,376,206
X1655,297,139
X1656,272,324
X1657,469,149
X1658,431,331
X1659,625,294
X1660,713,272
X1661,383,275
X1662,580,365
X1663,648,365
X1664,262,217
X1665,663,30
X1666,629,304
X1667,73,342
X1668,261,267
X1669,620,244
X1670,535,393
X1671,376,80
X1672,670,46
X1673,624,107
X1674,525,125
X1675,701,281
X1676,921,109
X1677,823,398
X1678,539,205
X1679,388,221
X1680,845,396
X1681,957,105
X1682,564,60
X1683,30,82
X1684,399,122
X1685,965,86
X1686,795,382
X1687,29,393
X1688,459,239
X1689,345,127
X1690,61,241
X1691,735,373
X1692,864,184
X1693,963,247
X1694,968,302
X1695,898,368
X1696,151,373
X1697,569,282
X1698,743,205
X1699,146,95
X1700,210,77
X1701,52,136
X1702,383,288
X1703,303,353
X1704,118,169
X1705,90,381
X1706,355,35
X1707,915,36
X1708,392,358
X1709,846,303
X1710,398,177
X1711,790,365
X1712,274,366
X1713,462,208
X1714,109,142
X1715,812,210
X1716,29,250
X1717,510,75
X1718,790,104
X1719,143,283
X1720,1000,303
X1721,504,85
X1722,149,353
X1723,954,298
X1724,693,161
X1725,721,332
X1726,591,88
X1727,477,53
X1728,937,273
X1729,391,145
X1730,641,330
X1731,35,120
X1732,13,76
X1733,132,116
X1734,963,297
X1735,719,387
X1736,333,331
X1737,504,354
X1738,509,131
X1739,825,207
X1740,230,47
X1741,172,15
X1742,512,331
X1743,936,12
X1744,991,327
X1745,628,361
X1746,774,265
X1747,117,367
X1748,58,76
X1749,225,269
X1750,383,264
X1751,911,93
X1752,621,335
X1753,498,13
X1754,57,201
X1755,127,330
X1756,789,380
X1757,23,292
X1758,473,67
X1759,474,149
X1760,518,206
X1761,640,313
X1762,159,264
X1763,436,163
X1764,760,240
X1765,454,144
X1766,143,217
X1767,758,212
X1768,633,60
X1769,492,310
X1770,6,190
X1771,180,93
X1772,280,46
X1773,271,355
X1774,631,71
X1775,697,314
X1776,888,77
X1777,441,208
X1778,124,281
X1779,876,160
X1780,79,140
X1781,453,132
X1782,707,12
X1783,766,227
X1784,854,387
X1785,406,331
X1786,91,259
X1787,338,356
X1788,585,131
X1789,163,76
X1790,553,110
X1791,722,270
X1792,491,276
X1793,271,96
X1794,175,81
X1795,282,370
X1796,848,51
X1797,34,238
X1798,909,276
X1799,454,212
X1800,98,338
X1801,116,325
X1802,509,135
X1803,311,385
X1804,834,274
X1805,271,393
X1806,990,299
X1807,693,125
X1808,502,46
X1809,637,133
X1810,868,70
X1811,204,397
X1812,140,53
X1813,42,177
X1814,517,187
X1815,745,369
X1816,16,334
X1817,571,235
X1818,982,126
X1819,71,285
X1820,927,251
X1821,959,104
X1822,747,283
X1823,267,309
X1824,215,118
X1825,286,227
X1826,798,350
X1827,188,196
X1828,206,373
X1829,113,55
X1830,307,356
X1831,986,33
X1832,429,214
X1833,931,218
X1834,485,255
X1835,554,73
X1836,121,277
X1837,747,350
X1838,404,218
X1839,593,237
X1840,86,231
X1841,796,15
X1842,218,302
X1843,645,323
X1844,81,354
X1845,696,158
X1846,581,148
X1847,372,301
X1848,479,282
X1849,986,41
X1850,88,353
X1851,569,74
X1852,869,96
X1853,182,242
X1854,874,233
X1855,947,294
X1856,935,43
X1857,314,318
X1858,98,344
X1859,763,107
X1860,907,132
X1861,569,374
X1862,767,366
X1863,126,79
X1864,70,35
X1865,661,268
X1866,691,30
X1867,881,54
X1868,621,87
X1869,780,168
X1870,254,212
X1871,881,191
X1872,338,38
X1873,428,203
